CBSA_code,CBSA_name,year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Net earnings by place of residence (thousands of dollars),Per capita net earnings (dollars),Per capita personal current transfer receipts (dollars),Per capita income maintenance benefits (dollars),Per capita unemployment insurance compensation (dollars),Per capita retirement and other (dollars),"Per capita dividends, interest, and rent (dollars)",Real GDP (thousands of chained 2017 dollars),Chain-type quantity indexes for real GDP,Current-dollar GDP (thousands of current dollars)
10580,"Albany-Schenectady-Troy, NY",1995,20876789,830439,25139,13758979,16568,3703,368,98,3238,4868,NA,NA,NA
10580,"Albany-Schenectady-Troy, NY",1996,21516307,828007,25986,14177778,17123,3865,359,82,3424,4998,NA,NA,NA
10580,"Albany-Schenectady-Troy, NY",1997,22745449,824711,27580,15011154,18202,3939,339,65,3534,5439,NA,NA,NA
10580,"Albany-Schenectady-Troy, NY",1998,23891176,823712,29004,15731751,19099,4220,371,59,3790,5686,NA,NA,NA
10580,"Albany-Schenectady-Troy, NY",1999,25080928,824119,30434,16890095,20495,4351,372,62,3918,5588,NA,NA,NA
10580,"Albany-Schenectady-Troy, NY",2000,26898468,827399,32510,18365914,22197,4421,374,68,3979,5892,NA,NA,NA
10580,"Albany-Schenectady-Troy, NY",2001,28087576,831034,33798,19322856,23252,4763,415,110,4238,5784,47437230,77.735,33498379
10580,"Albany-Schenectady-Troy, NY",2002,28336896,836753,33865,19807971,23672,5092,440,164,4488,5101,48101630,78.824,34724015
10580,"Albany-Schenectady-Troy, NY",2003,29334792,844619,34731,20439858,24200,5206,456,153,4596,5325,49676809,81.405,36607149
10580,"Albany-Schenectady-Troy, NY",2004,30614179,850384,36000,21223855,24958,5447,476,111,4860,5596,50657787,83.013,38364346
10580,"Albany-Schenectady-Troy, NY",2005,31541783,854604,36908,21630472,25311,5643,495,111,5038,5954,50908466,83.424,39717674
10580,"Albany-Schenectady-Troy, NY",2006,33231091,860365,38624,22636239,26310,5932,508,109,5315,6382,51466086,84.337,41532473
10580,"Albany-Schenectady-Troy, NY",2007,34703367,863068,40209,23427384,27144,6131,530,108,5494,6934,51668884,84.67,42849341
10580,"Albany-Schenectady-Troy, NY",2008,36766707,866282,42442,24359922,28120,6916,560,168,6189,7405,52477717,85.995,44326933
10580,"Albany-Schenectady-Troy, NY",2009,37056662,869361,42625,24733610,28450,7574,665,386,6523,6601,53495052,87.662,46358000
10580,"Albany-Schenectady-Troy, NY",2010,38478206,871597,44147,25605041,29377,8073,718,428,6928,6696,53969868,88.44,47164685
10580,"Albany-Schenectady-Troy, NY",2011,39880474,875353,45559,26300421,30046,8402,733,351,7317,7112,54394078,89.136,48216807
10580,"Albany-Schenectady-Troy, NY",2012,41075100,879327,46712,27036948,30747,8228,745,327,7157,7737,54571023,89.425,49401208
10580,"Albany-Schenectady-Troy, NY",2013,41925141,883745,47440,27672745,31313,8313,754,221,7338,7814,55520393,90.981,51351856
10580,"Albany-Schenectady-Troy, NY",2014,43250532,886838,48769,28198057,31796,8481,766,107,7607,8493,56398124,92.42,53342351
10580,"Albany-Schenectady-Troy, NY",2015,45477656,889735,51114,29405805,33050,9027,760,105,8163,9036,58040524,95.111,56223753
10580,"Albany-Schenectady-Troy, NY",2016,46420368,892531,52010,30085096,33708,9149,736,99,8314,9153,59466852,97.448,58525066
10580,"Albany-Schenectady-Troy, NY",2017,49061892,896842,54705,31266436,34863,9844,714,106,9023,9999,61024034,100,61024034
10580,"Albany-Schenectady-Troy, NY",2018,50521025,899192,56185,32281729,35901,9647,702,100,8845,10637,61119269,100.156,62555399
10580,"Albany-Schenectady-Troy, NY",2019,52426109,898361,58358,33052860,36792,10405,722,100,9583,11160,63778650,104.514,66600347
10580,"Albany-Schenectady-Troy, NY",2020,56438055,899724,62728,33722610,37481,14164,808,2109,11247,11083,62655818,102.674,67056531
10580,"Albany-Schenectady-Troy, NY",2021,60559231,904824,66929,36455609,40290,14585,1091,1414,12081,12054,67674323,110.898,75038331
10580,"Albany-Schenectady-Troy, NY",2022,61339927,903595,67884,38241427,42321,12675,1542,75,11057,12888,67717208,110.968,79477183
10580,"Albany-Schenectady-Troy, NY",2023,65111784,904682,71972,40295221,44541,13028,870,97,12061,14403,69401141,113.728,84910398
10740,"Albuquerque, NM",1969,1247215,377600,3303,950491,2517,258,38,9,212,527,NA,NA,NA
10740,"Albuquerque, NM",1970,1414627,382076,3702,1053879,2758,322,57,16,249,622,NA,NA,NA
10740,"Albuquerque, NM",1971,1598397,397496,4021,1182242,2974,358,61,21,276,689,NA,NA,NA
10740,"Albuquerque, NM",1972,1834590,407732,4499,1363069,3343,391,62,20,309,765,NA,NA,NA
10740,"Albuquerque, NM",1973,2045489,426583,4795,1504816,3528,446,64,22,359,822,NA,NA,NA
10740,"Albuquerque, NM",1974,2292455,440633,5203,1656010,3758,518,81,31,406,927,NA,NA,NA
10740,"Albuquerque, NM",1975,2593217,450712,5754,1841816,4086,633,87,59,488,1034,NA,NA,NA
10740,"Albuquerque, NM",1976,2935369,464570,6318,2099418,4519,693,91,57,544,1107,NA,NA,NA
10740,"Albuquerque, NM",1977,3288372,481349,6832,2379231,4943,699,85,36,577,1190,NA,NA,NA
10740,"Albuquerque, NM",1978,3809512,492914,7729,2772384,5624,740,81,26,632,1365,NA,NA,NA
10740,"Albuquerque, NM",1979,4331685,508581,8517,3147639,6189,830,101,27,703,1498,NA,NA,NA
10740,"Albuquerque, NM",1980,4860081,525593,9247,3437715,6541,975,131,46,799,1731,NA,NA,NA
10740,"Albuquerque, NM",1981,5409093,534415,10122,3725293,6971,1102,143,45,914,2049,NA,NA,NA
10740,"Albuquerque, NM",1982,5718373,511169,11187,3808099,7450,1208,139,56,1013,2529,NA,NA,NA
10740,"Albuquerque, NM",1983,6289890,522356,12041,4191370,8024,1271,138,69,1064,2746,NA,NA,NA
10740,"Albuquerque, NM",1984,6981247,533544,13085,4656178,8727,1358,145,49,1164,3000,NA,NA,NA
10740,"Albuquerque, NM",1985,7667553,544603,14079,5083744,9335,1434,140,50,1244,3310,NA,NA,NA
10740,"Albuquerque, NM",1986,8168901,558859,14617,5403965,9670,1504,143,54,1307,3444,NA,NA,NA
10740,"Albuquerque, NM",1987,8638337,574324,15041,5768653,10044,1570,152,45,1373,3427,NA,NA,NA
10740,"Albuquerque, NM",1988,9210625,583976,15772,6147833,10528,1665,162,44,1459,3580,NA,NA,NA
10740,"Albuquerque, NM",1989,9782290,594036,16468,6504014,10949,1833,184,41,1608,3686,NA,NA,NA
10740,"Albuquerque, NM",1990,10478433,602588,17389,6916297,11478,1982,214,42,1726,3930,NA,NA,NA
10740,"Albuquerque, NM",1991,11211814,616345,18191,7399827,12006,2185,264,52,1869,4000,NA,NA,NA
10740,"Albuquerque, NM",1992,12025572,633032,18997,8000601,12639,2350,310,65,1975,4008,NA,NA,NA
10740,"Albuquerque, NM",1993,12985286,649987,19978,8698977,13383,2480,317,70,2093,4114,NA,NA,NA
10740,"Albuquerque, NM",1994,14111389,669734,21070,9478360,14152,2537,326,43,2167,4381,NA,NA,NA
10740,"Albuquerque, NM",1995,15196644,687901,22091,10164622,14776,2726,352,38,2335,4589,NA,NA,NA
10740,"Albuquerque, NM",1996,16010836,700161,22867,10590727,15126,2914,383,41,2490,4827,NA,NA,NA
10740,"Albuquerque, NM",1997,16854669,709661,23750,11143117,15702,2956,348,40,2568,5092,NA,NA,NA
10740,"Albuquerque, NM",1998,17595601,717406,24527,11697894,16306,2987,344,48,2595,5234,NA,NA,NA
10740,"Albuquerque, NM",1999,17951143,722692,24839,12106826,16752,3166,368,47,2752,4920,NA,NA,NA
10740,"Albuquerque, NM",2000,19480949,732220,26605,13293999,18156,3343,359,41,2943,5107,NA,NA,NA
10740,"Albuquerque, NM",2001,20530430,741932,27672,13874267,18700,3709,364,54,3291,5262,31949682,76.286,26188261
10740,"Albuquerque, NM",2002,21328914,757716,28149,14445224,19064,3993,392,92,3509,5092,32556088,77.734,27019150
10740,"Albuquerque, NM",2003,22362921,772128,28963,15223569,19716,4224,431,91,3701,5022,35758151,85.38,29779963
10740,"Albuquerque, NM",2004,23803957,789237,30161,16298148,20651,4434,470,73,3891,5076,41416431,98.89,34694517
10740,"Albuquerque, NM",2005,25301580,809551,31254,17203121,21250,4679,502,63,4115,5324,41006651,97.912,34723797
10740,"Albuquerque, NM",2006,27368094,831252,32924,18411129,22149,5014,501,55,4457,5762,41740379,99.664,35858401
10740,"Albuquerque, NM",2007,28692068,849641,33770,18992195,22353,5335,574,69,4692,6081,41417919,98.894,36093381
10740,"Albuquerque, NM",2008,30286146,863383,35078,19456425,22535,6100,616,105,5379,6443,40809673,97.441,35901024
10740,"Albuquerque, NM",2009,30239770,876448,34503,19248549,21962,6633,755,278,5599,5908,42298283,100.996,37871282
10740,"Albuquerque, NM",2010,30703897,889419,34521,19252587,21646,7145,862,385,5897,5730,41851011,99.928,37517085
10740,"Albuquerque, NM",2011,32053994,897311,35722,19995977,22284,7191,874,321,5996,6247,41033001,97.975,37141103
10740,"Albuquerque, NM",2012,32353248,900628,35923,20003551,22211,7178,890,226,6062,6534,40418820,96.508,37226566
10740,"Albuquerque, NM",2013,31909267,903030,35336,19438313,21526,7282,908,160,6214,6528,39726620,94.855,37168845
10740,"Albuquerque, NM",2014,33636494,901988,37292,20183355,22377,7982,908,102,6972,6933,40534164,96.784,38596659
10740,"Albuquerque, NM",2015,34898581,902869,38653,20788366,23025,8597,928,86,7583,7031,41038769,97.988,39874733
10740,"Albuquerque, NM",2016,36276028,905506,40062,21689017,23952,8812,962,90,7760,7298,41719773,99.614,41152484
10740,"Albuquerque, NM",2017,37056685,907878,40817,22189860,24441,8815,948,79,7788,7560,41881258,100,41881258
10740,"Albuquerque, NM",2018,38394032,909905,42196,22967633,25242,9296,945,62,8290,7658,42671307,101.886,43567309
10740,"Albuquerque, NM",2019,40727592,912852,44616,24341487,26665,9742,966,63,8714,8208,43920456,104.869,45784413
10740,"Albuquerque, NM",2020,44468645,917579,48463,24783219,27009,12940,1213,1206,10522,8513,43329662,103.458,46285238
10740,"Albuquerque, NM",2021,48150340,919392,52372,26927224,29288,14674,1752,922,12001,8410,45653922,109.008,50306425
10740,"Albuquerque, NM",2022,50319171,920138,54687,28852680,31357,13840,2391,62,11386,9490,47447327,113.29,55286557
10740,"Albuquerque, NM",2023,52827627,922296,57278,30926056,33532,13263,1241,82,11940,10484,48602526,116.048,59382941
10780,"Alexandria, LA",1969,370042,131387,2816,273234,2080,326,59,13,254,411,NA,NA,NA
10780,"Alexandria, LA",1970,398474,132287,3012,285904,2161,378,75,19,284,473,NA,NA,NA
10780,"Alexandria, LA",1971,452673,136756,3310,324466,2373,408,73,23,311,530,NA,NA,NA
10780,"Alexandria, LA",1972,494074,137425,3595,354013,2576,444,75,24,345,576,NA,NA,NA
10780,"Alexandria, LA",1973,549564,139971,3926,390809,2792,500,77,19,404,634,NA,NA,NA
10780,"Alexandria, LA",1974,596522,140176,4256,412709,2944,593,100,25,469,718,NA,NA,NA
10780,"Alexandria, LA",1975,667030,141141,4726,447523,3171,756,121,55,581,799,NA,NA,NA
10780,"Alexandria, LA",1976,750300,143786,5218,510078,3547,817,131,49,637,854,NA,NA,NA
10780,"Alexandria, LA",1977,821170,146270,5614,557192,3809,862,126,53,683,942,NA,NA,NA
10780,"Alexandria, LA",1978,932091,147614,6314,635264,4304,928,123,40,765,1082,NA,NA,NA
10780,"Alexandria, LA",1979,1032022,149880,6886,695513,4640,1050,137,45,867,1195,NA,NA,NA
10780,"Alexandria, LA",1980,1177483,152197,7737,773932,5085,1220,161,61,998,1431,NA,NA,NA
10780,"Alexandria, LA",1981,1309840,152773,8574,848195,5552,1325,170,62,1093,1697,NA,NA,NA
10780,"Alexandria, LA",1982,1409394,152877,9219,877868,5742,1554,167,97,1290,1923,NA,NA,NA
10780,"Alexandria, LA",1983,1522844,154017,9888,948789,6160,1657,178,110,1368,2070,NA,NA,NA
10780,"Alexandria, LA",1984,1612424,154515,10435,996894,6452,1768,191,90,1487,2215,NA,NA,NA
10780,"Alexandria, LA",1985,1710600,153989,11109,1032616,6706,1952,200,117,1635,2451,NA,NA,NA
10780,"Alexandria, LA",1986,1774798,154335,11500,1061305,6877,2091,213,106,1771,2532,NA,NA,NA
10780,"Alexandria, LA",1987,1825964,153188,11920,1104109,7208,2172,224,67,1880,2540,NA,NA,NA
10780,"Alexandria, LA",1988,1930855,151377,12755,1167239,7711,2312,250,51,2012,2732,NA,NA,NA
10780,"Alexandria, LA",1989,2078568,150180,13841,1229887,8189,2572,277,36,2258,3079,NA,NA,NA
10780,"Alexandria, LA",1990,2207051,148982,14814,1310618,8797,2898,304,29,2565,3119,NA,NA,NA
10780,"Alexandria, LA",1991,2286765,149046,15343,1346484,9034,3229,339,40,2850,3080,NA,NA,NA
10780,"Alexandria, LA",1992,2372643,147621,16073,1396445,9460,3611,451,66,3094,3002,NA,NA,NA
10780,"Alexandria, LA",1993,2506634,142225,17624,1441294,10134,4315,453,57,3806,3175,NA,NA,NA
10780,"Alexandria, LA",1994,2688881,143086,18792,1506250,10527,4889,458,36,4394,3377,NA,NA,NA
10780,"Alexandria, LA",1995,2786969,144162,19332,1573893,10918,4771,508,33,4229,3644,NA,NA,NA
10780,"Alexandria, LA",1996,2863572,143970,19890,1633699,11347,4737,539,34,4165,3805,NA,NA,NA
10780,"Alexandria, LA",1997,2961169,143986,20566,1665390,11566,4934,548,31,4356,4065,NA,NA,NA
10780,"Alexandria, LA",1998,3137444,144330,21738,1780026,12333,5036,551,31,4453,4369,NA,NA,NA
10780,"Alexandria, LA",1999,3248646,144803,22435,1908470,13180,5009,557,35,4417,4246,NA,NA,NA
10780,"Alexandria, LA",2000,3384441,145179,23312,1989748,13705,5103,554,41,4508,4504,NA,NA,NA
10780,"Alexandria, LA",2001,3699497,145102,25496,2131127,14687,6208,587,55,5566,4601,5135940,84.449,3539187
10780,"Alexandria, LA",2002,3831905,145416,26351,2239752,15402,6408,676,89,5642,4541,5323808,87.538,3725502
10780,"Alexandria, LA",2003,3887173,146017,26621,2305161,15787,6199,703,91,5404,4636,5390946,88.642,3886159
10780,"Alexandria, LA",2004,4168844,146973,28365,2416753,16444,7072,772,69,6231,4849,5652163,92.937,4215934
10780,"Alexandria, LA",2005,4552393,147930,30774,2610421,17646,7724,1101,147,6476,5404,6006625,98.765,4648120
10780,"Alexandria, LA",2006,4796081,151142,31732,2830989,18731,7758,791,58,6909,5243,6019344,98.975,4831439
10780,"Alexandria, LA",2007,5031343,151506,33209,2922761,19291,8096,816,43,7237,5821,5773629,94.934,4777722
10780,"Alexandria, LA",2008,5349501,152442,35092,2997700,19665,8788,939,58,7791,6639,5785386,95.128,4900767
10780,"Alexandria, LA",2009,5294831,153164,34570,2997520,19571,9149,960,154,8035,5850,5964246,98.069,5168394
10780,"Alexandria, LA",2010,5384073,154112,34936,3097197,20097,9426,1032,180,8213,5414,6088048,100.104,5328730
10780,"Alexandria, LA",2011,5669056,154537,36684,3215392,20807,9535,1079,140,8316,6342,6118976,100.613,5459913
10780,"Alexandria, LA",2012,5917261,154640,38265,3306228,21380,9918,1120,101,8696,6967,6141512,100.983,5595763
10780,"Alexandria, LA",2013,5928836,154966,38259,3309736,21358,10340,1077,65,9197,6562,6125289,100.717,5707767
10780,"Alexandria, LA",2014,5993901,155013,38667,3428014,22114,9960,1062,45,8854,6592,6128956,100.777,5843996
10780,"Alexandria, LA",2015,6073573,154652,39273,3405598,22021,10845,1047,57,9741,6406,5990445,98.499,5810553
10780,"Alexandria, LA",2016,6170549,154762,39871,3449028,22286,11122,1176,62,9884,6463,6109568,100.458,6003967
10780,"Alexandria, LA",2017,6218251,154298,40300,3481126,22561,11374,1087,57,10230,6365,6081708,100,6081708
10780,"Alexandria, LA",2018,6432682,153626,41872,3599674,23431,11768,1074,41,10653,6673,6161095,101.305,6312319
10780,"Alexandria, LA",2019,6665271,153039,43553,3725128,24341,12459,1101,37,11320,6753,6158801,101.268,6439942
10780,"Alexandria, LA",2020,7236123,151800,47669,3864770,25460,15589,1295,980,13314,6620,5997466,98.615,6447733
10780,"Alexandria, LA",2021,7731137,150882,51240,4054439,26872,17223,1959,502,14763,7145,6160094,101.289,7094723
10780,"Alexandria, LA",2022,7692020,149068,51601,4050372,27171,16495,2200,27,14268,7935,6019646,98.98,7458386
10780,"Alexandria, LA",2023,7966412,148171,53765,4173734,28168,16983,1427,30,15526,8613,6085726,100.066,7753574
10900,"Allentown-Bethlehem-Easton, PA-NJ",1969,2277980,589204,3866,1807938,3068,306,15,11,280,492,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1970,2470715,595577,4148,1927668,3237,364,21,18,324,548,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1971,2634493,601892,4377,2023839,3362,423,26,35,362,592,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1972,2921986,605156,4828,2246014,3711,475,28,41,406,642,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1973,3293107,610947,5390,2520868,4126,532,26,24,482,732,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1974,3695845,617690,5983,2794253,4524,622,37,37,549,837,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1975,4063395,622114,6532,2979554,4789,818,49,116,653,924,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1976,4421259,624814,7076,3224434,5161,930,63,144,723,985,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1977,4886917,627598,7787,3593134,5725,968,70,108,789,1094,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1978,5432118,629719,8626,4019949,6384,1041,70,81,890,1202,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1979,6060574,633073,9573,4480173,7077,1152,74,74,1004,1345,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1980,6688734,636389,10510,4778087,7508,1340,89,111,1140,1662,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1981,7399895,638748,11585,5111659,8003,1537,103,109,1325,2045,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1982,7930465,640790,12376,5252709,8197,1774,108,185,1481,2405,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1983,8301736,641637,12938,5441729,8481,1945,118,215,1613,2512,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1984,9094132,644843,14103,6041761,9369,1936,114,106,1715,2798,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1985,9734762,648256,15017,6440909,9936,2042,112,101,1829,3039,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1986,10254857,654365,15671,6764854,10338,2167,117,108,1942,3166,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1987,10921810,663413,16463,7370650,11110,2185,113,68,2004,3168,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1988,11886809,674767,17616,8051535,11932,2289,120,65,2104,3395,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1989,12967198,682657,18995,8643894,12662,2422,125,83,2215,3911,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1990,13678792,688801,19859,9114226,13232,2662,145,111,2406,3965,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,14357552,696168,20624,9344148,13422,3066,172,160,2735,4135,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,15186343,702948,21604,10081372,14342,3258,200,254,2804,4004,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,15743213,708776,22212,10534404,14863,3382,215,215,2952,3967,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,16318825,714019,22855,10921473,15296,3451,222,145,3084,4108,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,17003898,717685,23693,11340892,15802,3613,237,133,3243,4278,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,17916540,722063,24813,11915278,16502,3834,242,147,3445,4477,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,18864832,726464,25968,12542650,17265,3942,234,121,3587,4760,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,19796301,730779,27089,13251789,18134,3984,236,121,3628,4971,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,20895662,736327,28378,14274399,19386,4174,234,117,3823,4818,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,22524409,741817,30364,15397862,20757,4414,243,115,4056,5193,NA,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,24260394,748705,32403,16788903,22424,4771,251,183,4338,5208,45322830,101.754,33603526
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,25027250,756628,33077,17359840,22944,5077,282,331,4464,5057,45212235,101.506,34008952
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,25925783,766938,33804,18009002,23482,5141,298,292,4551,5181,41509141,93.192,31610557
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,27361830,777277,35202,19391719,24948,5283,341,193,4748,4971,38482366,86.397,30027086
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,29216634,787738,37089,20941749,26585,5652,376,172,5104,4852,38727700,86.948,31092284
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,30649013,798586,38379,21753860,27240,5911,401,167,5342,5228,38111986,85.565,31603485
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,33161466,807578,41063,23427120,29009,6277,440,179,5658,5777,39886392,89.549,33954032
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,34493147,814050,42372,23548619,28928,7053,471,268,6315,6391,40386178,90.671,35066205
10900,"Allentown-Bethlehem-Easton, PA-NJ",2009,33402107,817779,40845,22188149,27132,7722,552,640,6530,5990,39090940,87.763,35035102
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,34755032,822154,42273,23133545,28138,8289,625,683,6981,5847,40207637,90.27,36115327
10900,"Allentown-Bethlehem-Easton, PA-NJ",2011,35971191,826799,43507,23975904,28998,8257,638,510,7109,6251,40483258,90.889,36883410
10900,"Allentown-Bethlehem-Easton, PA-NJ",2012,36448990,829653,43933,24143703,29101,8279,656,450,7172,6553,40861586,91.738,38001713
10900,"Allentown-Bethlehem-Easton, PA-NJ",2013,36821740,830864,44317,24446761,29423,8355,659,314,7382,6539,41318333,92.764,38922845
10900,"Allentown-Bethlehem-Easton, PA-NJ",2014,38242249,835224,45787,25189891,30159,8621,689,187,7745,7006,41968278,94.223,40139121
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,39981035,838657,47673,26353298,31423,9038,700,167,8171,7212,42867530,96.242,41844921
10900,"Allentown-Bethlehem-Easton, PA-NJ",2016,41228221,843356,48886,27026594,32046,9493,705,164,8623,7347,44009635,98.806,43489631
