CBSA_Code,horizon,year,y_true,y_pred,y_base,abs_err_model,abs_err_base,mape_model
10860,3,2019,43343.0,40225.55859375,39970.17166666667,3117.44140625,3372.828333333331,7.192491074106545
10900,1,2017,52293.83203125,50056.1640625,52083.95916666667,2237.66796875,209.87286458333256,4.279028485448922
10900,2,2018,53073.7890625,50384.5390625,52083.95916666667,2689.25,989.8298958333326,5.067002088042223
10900,3,2019,54955.0,50878.99609375,52083.95916666667,4076.00390625,2871.0408333333326,7.4169846351560365
10940,1,2017,35867.8984375,33166.65234375,35827.831666666665,2701.24609375,40.066770833334886,7.531096639121289
10940,2,2018,36283.73828125,33605.234375,35827.831666666665,2678.50390625,455.9066145833349,7.382105684612285
10940,3,2019,36084.0,33832.8984375,35827.831666666665,2251.1015625,256.1683333333349,6.2385033879281675
10980,1,2017,40267.2734375,36472.890625,39671.855,3794.3828125,595.4184374999968,9.422994130430439
10980,2,2018,39995.51171875,36927.34375,39671.855,3068.16796875,323.6567187499968,7.671280693507504
10980,3,2019,40432.0,37341.58203125,39671.855,3090.41796875,760.1449999999968,7.643495173995844
11020,1,2017,44617.6171875,39584.2109375,44339.44541666667,5033.40625,278.1717708333308,11.281208113036909
11020,2,2018,45818.26171875,40056.7890625,44339.44541666667,5761.47265625,1478.8163020833308,12.574620773734546
11020,3,2019,46395.0,40664.93359375,44339.44541666667,5730.06640625,2055.554583333331,12.350611932859143
11060,1,2017,40007.50390625,38256.69921875,38845.09166666667,1750.8046875,1162.4122395833328,4.376190755620943
11060,2,2018,40361.08984375,38779.0859375,38845.09166666667,1582.00390625,1515.9981770833328,3.919626334111433
11060,3,2019,42435.0,39337.58203125,38845.09166666667,3097.41796875,3589.908333333333,7.299205770590314
11100,1,2017,45932.109375,42643.92578125,45272.75041666667,3288.18359375,659.3589583333305,7.158790742451069
11100,2,2018,46582.00390625,43105.77734375,45272.75041666667,3476.2265625,1309.2534895833305,7.462595575527802
11100,3,2019,48372.0,43850.7265625,45272.75041666667,4521.2734375,3099.2495833333305,9.346881331141983
11140,1,2017,35782.3515625,32357.6796875,34623.910833333335,3424.671875,1158.4407291666648,9.570840723025775
